"","lnBMR","lnMass","lnMass2","lnGS","endo"
"Phyllotis_darwini",5.09899433864415,3.58351893845611,12.8416079822736,1.0681530811834,1
"Auliscomys_boliviensis",5.93328928188475,4.34120464015363,18.8460577276914,NA,1
"Auliscomys_micropus",5.88867092199398,4.13196142579341,17.0731052242447,NA,1
"Phyllotis_xanthopygus",5.33544036604812,4.00733318523247,16.0587192574654,1.35325450704169,1
"Myotomys_unisulcatus",5.78862356973185,4.56434819146784,20.8332744129557,NA,1
"Myotomys_sloggetti",6.24351656552951,4.7299509028854,22.3724355437064,NA,1
"Hydromys_chrysogaster",7.51848609547695,6.80239476332431,46.272574516102,NA,1
"Notomys_alexis",5.15959069101636,3.47506723022861,12.0760922546087,NA,1
"Notomys_cervinus",5.11083353702234,3.53222564406856,12.4766180006156,NA,1
"Pseudomys_gracilicaudatus",5.69136597546864,4.37952350445576,19.1802261260805,NA,1
"Pseudomys_hermannsburgensis",4.47894500279531,2.50143595173921,6.25718182065345,NA,1
"Mastomys_natalensis",4.83802231788212,3.72569342723665,13.8807915137544,NA,1
"Mus_minutoides",4.40627838517907,2.08691355651854,4.35520819238086,NA,1
"Apodemus_mystacinus",5.19619722660237,3.6988297849671,13.6813417781598,NA,1
"Apodemus_sylvaticus",5.02314464964584,3.17387845893747,10.0735044721073,1.20896034583698,1
"Apodemus_flavicollis",5.02314464964584,3.17387845893747,10.0735044721073,1.17557332980424,1
"Apodemus_hermonensis",5.18968739475467,3.02042488614436,9.12296649284017,NA,1
"Lemniscomys_griselda",5.32398702099143,3.8607297110406,14.9052339017116,NA,1
"Lemniscomys_rosalia",5.36029769404477,3.92256721930382,15.3865335899569,NA,1
"Rhabdomys_pumilio",4.74537255624998,3.67882911826043,13.5337836813608,NA,1
"Micaelamys_namaquensis",5.30317934274324,4.16200321069592,17.3222707258431,NA,1
"Otomys_irroratus",5.76084116772722,4.62497281328427,21.3903735236186,NA,1
"Parotomys_brantsii",5.57118952110235,4.46014441393783,19.8928881931808,NA,1
"Micromys_minutus",4.39628106667828,1.99741770620125,3.98967749304626,NA,1
"Rattus_fuscipes",5.74426827066206,4.33073334028633,18.7552512646676,NA,1
"Rattus_lutreolus",5.40256321576894,4.69134788222914,22.0087449520958,NA,1
"Rattus_villosissimus",6.18144315324703,5.52385804246197,30.5130076732718,NA,1
"Thallomys_paedulcus",5.72599134256492,4.88582764350291,23.8713117620172,NA,1
"Chroeomys_andinus",5.49665513183349,3.54385368206368,12.5588989198763,NA,1
"Acomys_russatus",5.05387574335056,4.01728351608564,16.1385668486134,NA,1
"Acomys_cahirinus",5.14569461147,3.73766961828337,13.9701741754386,0.970778917158225,1
"Meriones_unguiculatus",5.7066111675916,4.20469261939097,17.6794400235609,1.29198368164865,1
"Meriones_tristrami",5.83236513980717,4.71849887129509,22.264231598413,NA,1
"Meriones_hurrianae",5.21154914515877,4.23410650459726,17.9276578922728,NA,1
"Gerbillus_pusillus",3.70685480725145,2.53369681395743,6.41961954505803,NA,1
"Gerbillus_nanus",4.50228165345946,3.34638914516716,11.1983203108926,NA,1
"Gerbillus_pyramidum",5.61223307461131,4.68675017298051,21.9656271839328,1.38629436111989,1
"Gerbillus_allenbyi",4.88663467188679,3.56388296393925,12.7012617806564,NA,1
"Gerbillus_gerbillus",5.04027980425443,3.39114704580865,11.4998782862967,NA,1
"Dipodillus_dasyurus",4.76638997786734,3.3178157727231,11.0079015017302,NA,1
"Gerbilliscus_leucogaster",6.02708966168633,5.0601870729255,25.6054932130023,NA,1
"Gerbilliscus_afra",6.26677700265012,4.66814498514948,21.7915776023762,NA,1
"Gerbillurus_paeba",4.94738878009475,3.5234150143864,12.4144533636035,NA,1
"Gerbillurus_tytonis",4.72628806850954,3.39785848039664,11.5454422528034,NA,1
"Gerbillurus_vallinus",4.85423925746237,3.65842024662923,13.3840387009467,NA,1
"Gerbillurus_setzeri",4.93120357757111,3.8308129500026,14.6751278579076,NA,1
"Sekeetamys_calurus",5.10554879521609,4.04129534113228,16.3320680342575,NA,1
"Desmodillus_auricularis",5.67055299773519,4.27569342387926,18.2815542550044,NA,1
"Dipodomys_deserti",5.787229333622,4.66343909411207,21.7476641844928,1.34025042261848,1
"Dipodomys_merriami",5.02581514972199,3.59731226058845,12.94065550018,1.25846098961001,1
"Dipodomys_ordii",5.2676520770475,3.8458832029236,14.7908176105299,1.49850635172682,1
"Dipodomys_panamintinus",5.57799433889638,4.16200321069592,17.3222707258431,1.23837423104327,1
"Dipodomys_microps",5.33787031526675,4.04655389838575,16.3745984525409,1.24990173621434,1
"Dipodomys_agilis",5.4303495265499,4.10429489307527,16.8452365693237,1.41585316336144,1
"Microdipodops_megacephalus",4.38185452684724,2.39789527279837,5.74990173930877,NA,1
"Microdipodops_pallidus",4.42305630175213,2.72129542785223,7.40544880564945,NA,1
"Liomys_irroratus",5.26387533172392,3.87328217711172,15.0023148235313,NA,1
"Heteromys_anomalus",5.81602823267717,4.23844490619586,17.9644152228576,1.01884732019925,1
"Heteromys_desmarestianus",5.64424495657399,4.32809829264833,18.7324348308254,NA,1
"Liomys_salvini",5.12455693516141,3.7796338173824,14.2856317935007,NA,1
"Chaetodipus_baileyi",4.49515940678568,3.37073817417745,11.3618758388571,NA,1
"Chaetodipus_fallax",4.25064217649218,2.97552956623647,8.8537761995474,NA,1
"Chaetodipus_californicus",4.40863447004015,3.09104245335832,9.55454344846342,NA,1
"Chaetodipus_intermedius",4.088877255269,2.70805020110221,7.33353589168972,NA,1
"Chaetodipus_hispidus",5.16249653006473,3.67630067190708,13.5151866302644,NA,1
"Perognathus_longimembris",3.36641962049487,2.18605127673809,4.77882018452823,NA,1
"Perognathus_flavus",3.95652371487352,2.11625551480255,4.47853740393221,NA,1
"Geomys_pinetis",6.11894337518792,5.15329159449778,26.5564142579215,NA,1
"Geomys_bursarius",6.06084145287059,5.28320372873799,27.912241639351,1.30019166206648,1
"Thomomys_umbrinus",5.38563167181275,4.44265125649032,19.737150186795,1.47704872438835,1
"Thomomys_bottae",5.99451101316396,4.96284463025991,24.6298268240996,1.59100235027842,1
"Thomomys_talpoides",6.17644242738098,4.67095792652609,21.8178479513769,0.943905898907128,1
"Tupaia_glis",5.81501197897586,4.81218435537242,23.1571182700911,1.26694760348732,1
"Ptilocercus_lowii",5.0144605781166,4.06044301054642,16.4871974418953,NA,1
"Galago_senegalensis",6.2589034042474,5.14458326660599,26.4667369870424,1.40487074669283,1
"Perodicticus_potto",6.99832913031908,6.87109129461055,47.2118955788729,1.2744312679745,1
"Loris_tardigradus",6.02225456422219,5.64897423816121,31.910909943409,NA,1
"Nycticebus_coucang",6.76746855265539,7.05617528410041,49.7896096399495,1.27536280041261,1
"Cheirogaleus_medius",6.62105078273029,5.7037824746562,32.5331345181952,NA,1
"Eulemur_fulvus",7.85642524022572,7.75362354655975,60.1186781017658,1.12330490125848,1
"Saimiri_sciureus",8.03344764388312,6.77422388635761,45.890109262498,1.19392246847243,1
"Aotus_trivirgatus",7.43936110624424,6.7093043402583,45.0147647302089,NA,1
"Colobus_guereza",9.27627168254915,9.25435725739296,85.6431282474617,NA,1
"Cercopithecus_mitis",9.44174239376844,9.04782144247841,81.8630728549721,NA,1
"Erythrocebus_patas",8.41293962895254,8.00636756765025,64.1019216283218,1.3015531326648,1
"Tarsius_syrichta",5.38754911926387,4.72738781871234,22.3481955885098,1.66013102674962,1
"Notoryctes_caurinus",3.89231546817687,3.52636052461616,12.4352185495712,NA,1
"Macrotis_lagotis",7.24281552915489,7.16549347506085,51.3442967411396,1.45628673293993,1
"Perameles_nasuta",6.96906540300088,6.46925031679577,41.8511996613622,1.49440110244574,1
"Perameles_gunnii",7.18936020782649,6.72982407048948,45.2905320197396,1.48613969608961,1
"Isoodon_macrourus",7.55127283186844,7.34665516317654,53.9733420866285,1.54115907168081,1
"Isoodon_obesulus",6.45878824778688,6.57507584059962,43.2316223096368,1.53039470509365,1
"Isoodon_auratus",6.05694848197378,6.0591231955818,36.7129738992374,NA,1
"Echymipera_kalubu",6.96487462575866,6.54391184556479,42.8227822425232,NA,1
"Echymipera_rufescens",7.44215493678198,7.15148546390474,51.1437443404408,NA,1
"Myrmecobius_fasciatus",5.91163211595858,5.99146454710798,35.8976474192518,NA,1
"Planigale_maculata",3.58319095677313,2.37954613413017,5.66223980445384,NA,1
"Planigale_tenuirostris",3.52211310726454,1.96009478404727,3.84197156244931,NA,1
"Planigale_gilesi",3.08474418740229,2.2082744135228,4.87647588541947,NA,1
"Sminthopsis_murina",4.20096927996203,2.94443897916644,8.66972090203471,NA,1
"Sminthopsis_crassicaudata",4.36850800135776,2.79728133483015,7.82478286618915,1.24990173621434,1
"Sminthopsis_macroura",4.12675007412498,2.96269241947579,8.77754637241931,NA,1
"Ningaui_yvonnae",3.8421742677681,2.45100509811232,6.00742599097258,NA,1
"Phascogale_tapoatafa",6.15115865087301,5.05624580534831,25.5656216441024,NA,1
"Antechinus_swainsonii",5.35094123077159,4.20319896713418,17.6668815573178,NA,1
"Antechinus_stuartii",4.65915087758484,3.33932197794407,11.1510712723803,NA,1
"Antechinus_flavipes",4.94330577317994,3.83945231259331,14.7413940606781,NA,1
"Pseudantechinus_macdonnellensis",4.3780985610064,3.7635229971097,14.1641053497736,NA,1
"Sarcophilus_harrisii",8.37757818339511,8.66129353538999,75.0180057061884,1.28923264827676,1
"Dasyurus_hallucatus",6.6919684217275,6.32435896238131,39.9975162850528,NA,1
"Dasyurus_maculatus",7.64698966349807,7.48549160803075,56.0325846138988,1.24703229378638,1
"Dasyurus_viverrinus",7.1808824591181,6.88959130835447,47.4664683961535,NA,1
"Dasyurus_geoffroii",7.56362344438872,7.21081845347222,51.9959027689355,NA,1
"Dasycercus_cristicauda",5.19853073380656,4.61512051684126,21.2993373849691,NA,1
"Dasyuroides_byrnei",5.42008871607534,4.51852237926242,20.4170444918953,NA,1
"Tarsipes_rostratus",4.61611762129315,2.30258509299405,5.30189811047842,NA,1
"Petaurus_breviceps",5.69562597320743,4.84418708645859,23.4661485286122,NA,1
"Pseudocheirus_peregrinus",7.31299043109202,6.78905543455093,46.0912736934055,NA,1
"Petauroides_volans",7.51554652590577,7.03966034986208,49.5568178414203,NA,1
"Acrobates_pygmaeus",3.82872806603434,2.63905732961526,6.96462358899603,NA,1
"Bettongia_penicillata",7.62194007099585,6.92559519711047,47.9638688342396,NA,1
"Bettongia_gaimardi",7.64081986291689,7.23345541862144,52.3228772931839,NA,1
"Aepyprymnus_rufescens",8.21860777769242,7.94449216393216,63.1149557427795,NA,1
"Potorous_tridactylus",7.2270037483567,6.88346258641309,47.3820571785488,1.28093384546206,1
"Trichosurus_vulpecula",7.80131177673174,7.60339933974067,57.8116815195689,1.09861228866811,1
"Spilocuscus_maculatus",8.15434005782112,8.35467426191846,69.8005820227628,NA,1
"Burramys_parvus",4.81782007294217,3.79098467705109,14.3715648216362,NA,1
"Cercartetus_concinnus",4.19654771471856,2.92316158071916,8.54487362699254,1.24703229378638,1
"Cercartetus_nanus",5.27506502150613,4.24849524204936,18.0497118217161,1.24703229378638,1
"Cercartetus_lepidus",3.97286764288807,2.53369681395743,6.41961954505803,NA,1
"Phascolarctos_cinereus",8.13291037619999,8.4690528160883,71.7248556016932,1.30562645805244,1
"Lasiorhinus_latifrons",9.15947068523031,10.3061821596816,106.217390708539,1.39871688111845,1
"Monodelphis_brevicaudata",5.07121516615934,4.32413265625498,18.6981232288907,1.65249740189455,1
"Monodelphis_domestica",5.05477975708301,4.64439089914137,21.5703668240272,NA,1
"Metachirus_nudicaudatus",6.45712750621976,5.8171111599632,33.8387822473684,NA,1
"Didelphis_virginiana",7.85566608375095,7.81923445385907,61.1404274444168,1.42310833424261,1
"Didelphis_marsupialis",7.48100986951827,7.0604763659998,49.8503265148417,1.2683550632552,1
"Gracilinanus_microtarsus",4.06390513912078,2.56494935746154,6.57896520634237,NA,1
"Lutreolina_crassicaudata",7.1980686451551,6.69950034016168,44.8833048078265,1.43508452528932,1
"Philander_opossum",7.01461344109973,6.62140565176413,43.843012805214,NA,1
"Chironectes_minimus",7.2543110230627,6.84054652928869,46.7930768193635,NA,1
"Caluromys_derbianus",6.55051306527609,5.79605775076537,33.5942854502073,NA,1
"Callipepla_gambelii",6.48301003110793,4.83707524297087,23.3972969061617,NA,1
"Bonasa_umbellus",7.54913469380463,6.46769872610435,41.8311268116518,0.27763173659828,1
"Coturnix_coturnix",6.67814578828029,4.5798523780038,20.9750478043071,0.300104592450338,1
"Coturnix_pectoralis",6.3437434668043,4.56226268497681,20.8142408067318,NA,1
"Larus_argentatus",8.38412418710257,6.90775527898214,47.7170829943056,0.381855242469031,1
"Falco_sparverius",6.27751388616468,4.75359019110636,22.5966197049826,0.357674444271816,1
"Myiarchus_crinitus",5.80299316717141,3.5234150143864,12.4144533636035,0.27763173659828,1
"Sayornis_phoebe",5.69155466870199,3.07269331469012,9.44144420614136,0.371563556432483,1
"Empidonax_virescens",4.98043201061988,2.50959926237837,6.29808845773006,NA,1
"Contopus_virens",5.42411521453131,2.63188884013665,6.92683886683584,0.139761942375159,1
"Pipra_mentalis",4.89376635141747,2.50959926237837,6.29808845773006,NA,1
"Manacus_vitellinus",5.07125432219323,2.7408400239252,7.51220403675029,NA,1
"Melithreptus_lunatus",5.30028426570964,2.66025953726586,7.07698080561397,NA,1
"Lichmera_indistincta",5.03613650986905,2.19722457733622,4.82779584325033,NA,1
"Lichenostomus_virescens",5.56789545704281,3.2188758248682,10.3611615759209,NA,1
"Phylidonyris_melanops",5.46209019229157,2.9338568698359,8.60751613268331,NA,1
"Pica_nuttalli",7.01885633386554,5.02322240960173,25.232763376325,NA,1
"Pica_pica",6.81943777405537,5.06827507354267,25.687412221094,0.22314355131421,1
"Parus_atricapillus",5.11690487695966,2.33214389523559,5.43889514808463,0.314810739840034,1
"Mirafra_erythrocephala",5.85635575180827,3.30688670219091,10.9354996611271,NA,1
"Psaltriparus_minimus",4.5831838441272,1.70474809223843,2.90616605799057,NA,1
"Zosterops_lateralis",4.62445511556482,2.46640317822344,6.08314463755069,NA,1
"Sialia_mexicana",5.84184303340101,3.31418600467253,10.9838288735673,NA,1
"Carpodacus_cassinii",5.62552352416731,3.31054301339402,10.959695043532,NA,1
"Carpodacus_mexicanus",5.57717434019649,3.01553490085017,9.09345073824545,NA,1
"Himatione_sanguinea",5.59957547261041,2.67414864942653,7.15107099922974,NA,1
"Loxioides_bailleui",5.86502373536982,3.58351893845611,12.8416079822736,NA,1
"Carduelis_pinus",5.53753445359809,2.62466859216316,6.88888521868774,NA,1
"Carduelis_tristis",5.43340504960184,2.54944517092557,6.49967067955571,0.27763173659828,1
"Cardinalis_sinuatus",5.70966662677064,3.46573590279973,12.0113253479551,NA,1
"Cardinalis_cardinalis",5.92193939202487,3.72086249996699,13.8448177436606,0.314810739840034,1
"Coereba_flaveola",5.18064327024957,2.30258509299405,5.30189811047842,0.398776119957368,1
"Spizella_passerina",5.08510425889291,2.47653840011748,6.13324244725645,0.254642218373581,1
"Amphispiza_bilineata",5.12384009824144,2.45100509811232,6.00742599097258,NA,1
"Melospiza_georgiana",5.1087186261973,2.70136121295141,7.29735240283831,0.398776119957368,1
"Melospiza_melodia",5.36757236614693,2.94968833505258,8.70066127394526,0.357674444271816,1
"Passerculus_sandwichensis",5.1688657877105,2.76631910922619,7.65252141406998,0.186479566942618,1
"Pooecetes_gramineus",5.34561070103628,3.06805293513362,9.41294881278202,NA,1
"Zonotrichia_leucophrys",5.66286978710922,3.26193531432865,10.6402219948643,0.27763173659828,1
"Zonotrichia_albicollis",5.4450166855893,3.00568260440716,9.03412791843581,0.300104592450338,1
"Zonotrichia_querula",5.96777810015699,3.5055573969864,12.2889326635661,NA,1
"Ammodramus_savannarum",4.85222141371712,2.62466859216316,6.88888521868774,0.27763173659828,1
"Icterus_galbula",5.98807811959817,3.62434093297637,13.135847198448,0.207014169384326,1
"Agelaius_phoeniceus",6.01486618424932,3.7635229971097,14.1641053497736,0.273836665629728,1
"Seiurus_aurocapilla",5.35648040212602,2.94443897916644,8.66972090203471,0.307484699747961,1
"Protonotaria_citrea",5.07743919350659,2.54944517092557,6.49967067955571,NA,1
"Geothlypis_trichas",4.98671463644007,2.36085400111802,5.57363161459496,0.364643113587909,1
"Seiurus_noveboracensis",5.51665447333715,2.92852352386054,8.57625002980456,0.27763173659828,1
"Parula_americana",4.44136382605939,1.94591014905531,3.78656630819646,NA,1
"Dendroica_palmarum",4.88048492336805,2.28238238567653,5.20926935444649,0.343589704390077,1
"Dendroica_coronata",5.04379996602778,2.4423470353692,5.96505904117672,0.285178942233662,1
"Dendroica_dominica",4.82814212178153,2.28238238567653,5.20926935444649,0.336472236621213,1
"Wilsonia_citrina",5.22271994666123,2.484906649788,6.17476105816062,NA,1
"Amadina_erythrocephala",5.08803719498104,3.06805293513362,9.41294881278202,NA,1
"Lonchura_fuscans",4.2886016293108,2.2512917986065,5.06831476247289,NA,1
"Colius_striatus",4.9566338179676,3.93573953204546,15.4900456641054,NA,1
"Colius_colius",4.68582232333283,3.55820113047182,12.6607952848909,0.385262400790645,1
"Todus_mexicanus",4.27469163139926,1.80005827204275,3.24020978274953,NA,1
"Megascops_trichopsis",5.46491720866095,4.60316818331742,21.1891573239058,NA,1
"Strix_occidentalis",7.64736319825612,6.34738920965601,40.2893497788575,NA,1
"Bubo_virginianus",7.86142267605901,6.90775527898214,47.7170829943056,NA,1
"Buteo_lineatus",7.44390147029235,6.48920493132532,42.1097806407369,NA,1
"Pandion_haliaetus",8.31491909848629,7.30988148582479,53.434367336804,NA,1
"Columbina_inca",5.34422136023,3.73766961828337,13.9701741754386,NA,1
"Leucosarcia_melanoleuca",7.11281986463992,6.09807428216624,37.1865099508173,NA,1
"Geopelia_placida",5.56370322675252,3.95124371858143,15.6123269236292,NA,1
"Geopelia_cuneata",5.21818845276527,3.66356164612965,13.4216839349922,NA,1
"Geophaps_plumifera",5.84916078954235,4.48863636973214,20.1478564596821,NA,1
"Ocyphaps_lophotes",6.66688134618726,5.23110861685459,27.3644973613303,NA,1
"Phaps_chalcoptera",7.0592653980066,5.71702770140622,32.6844057386461,NA,1
"Phaps_elegans",6.81989582287751,5.24702407216049,27.5312616138316,NA,1
"Ptilinopus_melanospilus",6.12047129088398,4.54329478227,20.6415274786018,NA,1
"Ptilinopus_superbus",6.28935720849074,4.79081953287472,22.951951796574,NA,1
"Chalcophaps_indica",6.39550390945223,4.82028156560504,23.2351143717118,NA,1
"Columba_leucomela",7.46198862486192,6.12249280951439,37.4849182025554,NA,1
"Pterocles_orientalis",7.35703282560982,5.95687310233836,35.4843371573622,NA,1
"Spheniscus_humboldti",8.85674855391958,8.26100978602383,68.2442826847815,NA,1
"Anhinga_anhinga",7.77453197126218,6.94697599213542,48.2604754353059,NA,1
"Phalacrocorax_auritus",8.39402085505427,7.1929342212158,51.7383027107373,0.357674444271816,1
"Geococcyx_californianus",7.04238176108982,5.65143599428399,31.9387287974887,NA,1
"Podargus_strigoides",6.63818003187436,5.83188247728352,34.0108532288466,NA,1
"Sephanoides_sephaniodes",4.14289043824263,1.74745921033147,3.05361369177228,NA,1
"Chordeiles_minor",5.65616121097015,4.28358656186063,18.349113832953,NA,1
"Sphenodon_punctatus",2.65354770927251,6.06378520868761,36.7694910570986,1.6094379124341,0
"Coleonyx_variegatus",-0.297383688887462,1.23256026117785,1.51920479743481,0.65232518603969,0
"Gonatodes_antillensis",-0.610937839348112,0.587786664902119,0.345493163436756,NA,0
"Sphaerodactylus_cinereus",-2.67542107653942,-0.916290731874155,0.839588705318475,NA,0
"Sphaerodactylus_macrolepis",-1.2715398704394,-0.693147180559945,0.480453013918201,NA,0
"Ptyodactylus_hasselquistii",0.155626955522932,2.14006616349627,4.57988318414164,0.636576829071551,0
"Homonota_gaudichaudii",-1.34380081028576,-0.216913001563574,0.047051250247319,NA,0
"Tarentola_mauritanica",0.361972649909487,1.88706964903238,3.56103186029919,0.974559639998131,0
"Gekko_gecko",2.54846905553399,4.11903717481247,16.9664672474871,1.04380405217311,0
"Bunopus_tuberculatus",1.20974347448825,0.916290731874155,0.839588705318475,NA,0
"Hemidactylus_platyurus",-0.506367376169892,1.25276296849537,1.56941505523333,NA,0
"Hemidactylus_frenatus",-0.397465264360926,1.28449020083315,1.64991507603639,0.89199803930511,0
"Xantusia_henshawi",-1.08501994041118,1.25276296849537,1.56941505523333,NA,0
"Xantusia_riversiana",0.426499505775691,2.94443897916644,8.66972090203471,NA,0
"Xantusia_vigilis",-0.987818916628332,0.405465108108164,0.164401953893165,NA,0
"Lepidophyma_gaigeae",-0.949758270383746,1.6094379124341,2.59029039398023,NA,0
"Lepidophyma_smithii",0.561367642528753,3.2188758248682,10.3611615759209,NA,0
"Acontias_meleagris",-0.028131270680618,1.98787434815435,3.95164442405008,NA,0
"Plestiodon_inexpectatus",1.15312669897125,2.26176309847379,5.11557231361776,NA,0
"Plestiodon_obsoletus",2.13434626517368,3.40119738166216,11.5681436290255,NA,0
"Plestiodon_fasciatus",1.28747475150232,1.94591014905531,3.78656630819646,NA,0
"Scincus_mitranus",0.131058936884705,2.68102152871429,7.18787643742951,NA,0
"Chalcides_ocellatus",0.271496741898691,3.09376601382536,9.57138814830086,0.900161349944271,0
"Chalcides_sepsoides",0.231853531782166,2.00148000021012,4.0059221912411,NA,0
"Scelotes_gronovii",-0.937262808322041,0.0953101798043249,0.00908403037433274,NA,0
"Scincella_lateralis",-1.26138277980794,0,0,NA,0
"Ctenotus_labillardieri",-1.60983799245544,1.02961941718116,1.06011614423647,NA,0
"Tiliqua_rugosa",4.49838893392271,6.15796399549449,37.9205205698065,NA,0
"Tiliqua_scincoides",3.57491764227143,6.20050917404269,38.4463140173876,0.598836501088704,0
"Aspidoscelis_tigris",1.55473808182908,2.89037175789616,8.35424889884374,NA,0
"Blanus_cinereus",-0.144590628509652,0.8754687373539,0.766445510084032,NA,0
"Trogonophis_wiegmanni",-1.25857857418052,1.6064334034138,2.58062827960364,0.500775287912489,0
"Diplometopon_zarudnyi",-0.458098799500088,1.84687876844913,3.41096118534817,NA,0
"Psammodromus_algirus",1.0010293693318,1.64865862558738,2.71807526372367,0.774727167552368,0
"Acanthodactylus_erythrurus",1.22288552343151,2.19722457733622,4.82779584325033,NA,0
"Acanthodactylus_pardalis",2.45453259183467,2.27212588550934,5.1625560396016,0.364643113587909,0
"Acanthodactylus_scutellatus",1.50838920182846,1.88706964903238,3.56103186029919,NA,0
"Acanthodactylus_schmidti",1.29020873274274,2.67414864942653,7.15107099922974,NA,0
"Acanthodactylus_opheodurus",0.340614029787788,1.33500106673234,1.78222784817649,NA,0
"Acanthodactylus_schreiberi",1.78925159191938,2.3887627892351,5.70618766323426,NA,0
"Acanthodactylus_boskianus",0.924061805991031,2.51944466644145,6.34760142726027,NA,0
"Zootoca_vivipara",-0.726278460072424,1.18963879525783,1.4152404631825,NA,0
"Lacerta_viridis",0.689603554979384,3.21485973901957,10.335323141569,0.676763701309421,0
"Lacerta_agilis",1.61242936418615,2.12823170584927,4.52937019378209,0.615185639090233,0
"Lacerta_trilineata",1.57812639994685,4.1258319618028,17.0224893770335,NA,0
"Podarcis_siculus",0.0171558514928099,2.07156736319577,4.29139134025787,NA,0
"Podarcis_muralis",1.21628444147191,1.70474809223843,2.90616605799057,0.624154309072996,0
"Podarcis_hispanicus",-0.782626156021823,1.24707233646311,1.55518941237156,NA,0
"Podarcis_lilfordi",0.506719531164612,2.05886775750634,4.23893644289919,NA,0
"Anniella_pulchra",-1.44980480241125,1.58189677215626,2.50239739775839,NA,0
"Ophisaurus_ventralis",0.607783403452931,3.47150050550458,12.0513157597186,NA,0
"Anguis_fragilis",1.00974103985914,2.55533417484896,6.52973274515101,0.965080896043587,0
"Elgaria_multicarinata",1.4315484114366,3.36729582998647,11.3386812066443,0.683096844706444,0
"Varanus_albigularis",6.14003591780657,6.87005341179813,47.1976338809591,NA,0
"Varanus_bengalensis",5.23364319979321,8.14322675036744,66.3121419078999,0.847297860387202,0
"Varanus_mertensi",5.39009557617097,6.80682936039218,46.332925941497,NA,0
"Varanus_giganteus",5.86006539012877,7.82364521025809,61.2094243759944,NA,0
"Varanus_rosenbergi",6.2555801580697,7.14622084639413,51.068472385438,NA,0
"Varanus_gouldii",4.02503492083983,6.09360839538281,37.1320632762799,NA,0
"Varanus_panoptes",5.77521324999925,7.19775010318533,51.8076065479044,NA,0
"Varanus_varius",6.16457865297406,8.39162996844089,70.4194535272352,NA,0
"Varanus_gilleni",2.95669475355933,3.31418600467253,10.9838288735673,NA,0
"Uromastyx_aegyptia",3.19196650358001,5.59331819517002,31.28520843242,NA,0
"Physignathus_lesueurii",4.26918336990486,6.22257626807137,38.720455411965,NA,0
